"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","ESTU_CONSECUTIVO","ESTU_ESTUDIANTE","ESTU_PAIS_RESIDE","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","ESTU_MCPIO_RESIDE","ESTU_COD_RESIDE_MCPIO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_TIENEINTERNET","FAMI_TIENESERVICIOTV","FAMI_TIENECOMPUTADOR","FAMI_TIENELAVADORA","FAMI_TIENEHORNOMICROOGAS","FAMI_TIENEAUTOMOVIL","FAMI_TIENEMOTOCICLETA","FAMI_TIENECONSOLAVIDEOJUEGOS","FAMI_NUMLIBROS","FAMI_COMELECHEDERIVADOS","FAMI_COMECARNEPESCADOHUEVO","FAMI_COMECEREALFRUTOSLEGUMBRE","FAMI_SITUACIONECONOMICA","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","ESTU_TIPOREMUNERACION","COLE_CODIGO_ICFES","COLE_COD_DANE_ESTABLECIMIENTO","COLE_NOMBRE_ESTABLECIMIENTO","COLE_GENERO","COLE_NATURALEZA","COLE_CALENDARIO","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_SEDE","COLE_NOMBRE_SEDE","COLE_SEDE_PRINCIPAL","COLE_AREA_UBICACION","COLE_JORNADA","COLE_COD_MCPIO_UBICACION","COLE_MCPIO_UBICACION","COLE_COD_DEPTO_UBICACION","COLE_DEPTO_UBICACION","ESTU_PRIVADO_LIBERTAD","ESTU_COD_MCPIO_PRESENTACION","ESTU_MCPIO_PRESENTACION","ESTU_DEPTO_PRESENTACION","ESTU_COD_DEPTO_PRESENTACION","PUNT_LECTURA_CRITICA","PERCENTIL_LECTURA_CRITICA","DESEMP_LECTURA_CRITICA","PUNT_MATEMATICAS","PERCENTIL_MATEMATICAS","DESEMP_MATEMATICAS","PUNT_C_NATURALES","PERCENTIL_C_NATURALES","DESEMP_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PERCENTIL_SOCIALES_CIUDADANAS","DESEMP_SOCIALES_CIUDADANAS","PUNT_INGLES","PERCENTIL_INGLES","DESEMP_INGLES","PUNT_GLOBAL","PERCENTIL_GLOBAL","ESTU_ESTADOINVESTIGACION","ESTU_GENERACION-E"
"TI","COLOMBIA","M","10/08/2001","20,201","SB11202010061033","ESTUDIANTE","COLOMBIA","No","CUNDINAMARCA","25","VILLETA","25,875","Estrato 2","5 a 6","Tres","Primaria incompleta","Secundaria (Bachillerato) incompleta","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","No","Si","Si","Si","No","No","Si","No","26 A 100 LIBROS","3 a 5 veces por semana","1 o 2 veces por semana","1 o 2 veces por semana","Igual","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","Si, en efectivo","194936","325875004642","COLEGIO HEISENBERG","MIXTO","NO OFICIAL","A",,,"325,875,004,642","COLEGIO HEISENBERG - SEDE PRINCIPAL","S","URBANO","SABATINA","25875","VILLETA","25","CUNDINAMARCA","N","25269","FACATATIVÁ","CUNDINAMARCA","25","38","5","2","43","14","2","35","6","1","26","2","1","35","6","A-","177","4","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2001","20,201","SB11202010072535","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 2","3 a 4","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","112300","311001105928","CENT EDUC PROEDUCAR","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,105,928","CENT EDUC PROEDUCAR","S","URBANO","MAÑANA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","52","27","3","38","9","2","50","31","2","32","6","1","48","20","A1","217","14","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2002","20,201","SB11202010000667","ESTUDIANTE","COLOMBIA","No","CAUCA","19","POPAYÁN","19,001","Estrato 3","1 a 2","Uno","Educación profesional completa","Secundaria (Bachillerato) completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es vendedor o trabaja en atención al público","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","3 a 5 veces por semana","3 a 5 veces por semana","3 a 5 veces por semana","Peor","30 minutos o menos","Entre 30 y 60 minutos","0","No","156307","319001003727","GIMNACIO LATINO AMERICANO LA CASA DE MICKEY MAUSE","MIXTO","NO OFICIAL","B","N","ACADÉMICO","319,001,003,727","GIMNACIO LATINO AMERICANO LA CASA DE MICKEY MAUSE","S","URBANO","MAÑANA","19001","POPAYÁN","19","CAUCA","N","19001","POPAYÁN","CAUCA","19","48","18","2","46","18","2","45","21","2","42","20","2","57","34","A1","231","19","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2002","20,201","SB11202010007800","ESTUDIANTE","COLOMBIA","No","CALDAS","17","MANIZALES","17,001","Estrato 5","3 a 4","Dos","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Peor","Entre 1 y 2 horas","Más de 3 horas","0","No","006023","317001001896","COL. SAN LUIS GONZAGA","MIXTO","NO OFICIAL","B","N","ACADÉMICO","317,001,001,896","COL. SAN LUIS GONZAGA","S","URBANO","COMPLETA","17001","MANIZALES","17","CALDAS","N","17001","MANIZALES","CALDAS","17","70","83","4","67","72","3","70","88","3","76","96","4","78","74","B1","357","87","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2002","20,201","SB11202010017634","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Cuatro","Postgrado","Postgrado","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Nunca o rara vez comemos eso","Todos o casi todos los días","Todos o casi todos los días","Igual","No leo por entretenimiento","Entre 1 y 3 horas","0","No","021899","311001010820","COL SAN BARTOLOME LA MERCED","MIXTO","NO OFICIAL","B","N","ACADÉMICO","311,001,010,820","COL SAN BARTOLOME LA MERCED","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","37","4","2","49","25","2","53","38","2","64","69","3","85","93","B+","267","35","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2002","20,201","SB11202010017849","ESTUDIANTE","COLOMBIA","No","CUNDINAMARCA","25","CHÍA","25,175","Estrato 4","3 a 4","Tres","Educación profesional incompleta","Técnica o tecnológica completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","156331","425175001183","FUND COL SAN JUAN DEL CAMINO","MIXTO","NO OFICIAL","B","S","ACADÉMICO","425,175,001,183","FUND COL SAN JUAN DEL CAMINO","S","URBANO","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","25899","ZIPAQUIRÁ","CUNDINAMARCA","25","67","74","4","80","98","4","76","97","4","76","96","4","84","90","B+","377","95","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2002","20,201","SB11202010020911","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","No sabe","No sabe","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 1 y 2 horas","Más de 3 horas","Entre 21 y 30 horas","No","124875","325175032432","COLEGIO AGUSTIN NIETO CABALLERO","MIXTO","NO OFICIAL","B","N","ACADÉMICO","325,175,032,432","COLEGIO AGUSTIN NIETO CABALLERO - SEDE PRINCIPAL","S","URBANO","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","58","41","3","52","30","3","48","26","2","47","29","2","64","46","A2","261","32","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2003","20,201","SB11202010009888","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","MEDELLÍN","5,001","Estrato 6","3 a 4","Dos","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","No","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","30 minutos o menos","Entre 30 y 60 minutos","0","No","041996","305001010781","COL MONTESSORI","MIXTO","NO OFICIAL","B","N","ACADÉMICO","305,001,010,781","COL MONTESSORI","S","RURAL","COMPLETA","05001","MEDELLÍN","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","67","72","4","69","77","3","64","70","3","72","90","4","82","85","B+","345","81","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2003","20,201","SB11202010026884","ESTUDIANTE","COLOMBIA","No","LA GUAJIRA","44","MAICAO","44,430",,"5 a 6","Cuatro","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","057539","344430001443","COLEGIO COLOMBO ARABE DAR EL ARKAM","MIXTO","NO OFICIAL","B","N","ACADÉMICO","344,430,001,443","COLEGIO COLOMBO ARABE DAR EL ARKAM","S","URBANO","COMPLETA","44430","MAICAO","44","LA GUAJIRA","N","44430","MAICAO","LA GUAJIRA","44","66","68","4","71","82","4","76","97","4","60","61","3","73","60","B1","343","79","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2003","20,201","SB11202010030908","ESTUDIANTE","COLOMBIA","No","RISARALDA","66","BELÉN DE UMBRÍA","66,088","Estrato 1","3 a 4","Dos","Primaria incompleta","Primaria incompleta","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","No","Si","No","No","No","No","No","Si","0 A 10 LIBROS","1 o 2 veces por semana","1 o 2 veces por semana","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 30 y 60 minutos","0","No","132993","166088000027","IE NUESTRA SEÑORA DEL ROSARIO","MIXTO","OFICIAL","A","S","TÉCNICO/ACADÉMICO","166,088,000,027","SE NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL","S","URBANO","NOCHE","66088","BELÉN DE UMBRÍA","66","RISARALDA","N","66001","PEREIRA","RISARALDA","66","40","6","2","45","17","2","39","10","1","29","3","1","29","2","A-","188","6","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","11/08/0001","20,201","SB11202010018903","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","3 a 4","Tres","Secundaria (Bachillerato) completa","Educación profesional completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","Nunca o rara vez comemos eso","Igual","Entre 30 y 60 minutos","Más de 3 horas","Entre 11 y 20 horas","Si, en efectivo","124834","425175032402","COLEGIO CAMPESTRE SAN DIEGO","MIXTO","NO OFICIAL","B",,"ACADÉMICO","425,175,032,402","COLEGIO CAMPESTRE SAN DIEGO - SEDE PRINCIPAL","S","URBANO","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","49","20","2","53","31","3","46","24","2","43","22","2","64","45","A2","245","25","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/0002","20,201","SB11202010017983","ESTUDIANTE","COLOMBIA","No","VALLE","76","PALMIRA","76,520","Estrato 3","5 a 6","Cinco","Secundaria (Bachillerato) completa","Postgrado","No aplica","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","Si","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","No leo por entretenimiento","Más de 3 horas","Más de 30 horas","Si, en efectivo","048371","376520004688","COL MILIT GENERAL AGUSTIN CODAZZI","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,520,004,688","COL MILIT GENERAL AGUSTIN CODAZZI","S","URBANO","MAÑANA","76520","PALMIRA","76","VALLE","N","76520","PALMIRA","VALLE","76","57","39","3","56","38","3","61","61","3","54","43","2","59","38","A2","286","45","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","11/08/0002","20,201","SB11202010020357","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 4","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","019422","311848002262","COL ITALIANO LEONARDO DA VINCI","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,848,002,262","COL ITALIANO LEONARDO DA VINCI","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","74","93","4","75","92","4","76","97","4","77","98","4","85","92","B+","381","96","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/0002","20,201","SB11202010025307","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 5","7 a 8","Cinco","Técnica o tecnológica completa","Técnica o tecnológica incompleta","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","Si","No","0 A 10 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","Entre 1 y 2 horas","Entre 30 y 60 minutos","0","No","136127","476520007207","COLEGIO MILITAR ALMIRANTE COLON","MIXTO","NO OFICIAL","B","N","TÉCNICO","476,520,007,207","COLEGIO MILITAR ALMIRANTE COLON - SEDE PRINCIPAL","S","URBANO","MAÑANA","76520","PALMIRA","76","VALLE","N","76001","CALI","VALLE","76","46","15","2","56","39","3","48","26","2","49","34","2","46","17","A-","247","26","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/0003","20,201","SB11202010001189","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 5","3 a 4","Tres","Educación profesional completa","Secundaria (Bachillerato) completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","0 A 10 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","084319","376892015252","LIC CAMPESTRE LA MISION","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,892,015,252","LIC CAMPESTRE LA MISION","S","RURAL","COMPLETA","76892","YUMBO","76","VALLE","N","76001","CALI","VALLE","76","70","83","4","72","85","4","62","65","3","61","62","3","62","42","A2","330","71","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2001","20,201","SB11202010012644","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 6","1 a 2","Tres","Educación profesional completa","Postgrado","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","Si","Si","11 A 25 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","Todos o casi todos los días","Peor","No leo por entretenimiento","Más de 3 horas","0","No","024463","376892000042","COL JEFFERSON","MIXTO","NO OFICIAL","B","S","ACADÉMICO","376,892,000,042","COL JEFFERSON","S","RURAL","COMPLETA","76892","YUMBO","76","VALLE","N","76001","CALI","VALLE","76","63","59","3","74","90","4","60","60","3","60","59","3","85","92","B+","329","71","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2001","20,201","SB11202010018692","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","5 a 6","Tres","Postgrado","Postgrado","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Peor","No leo por entretenimiento","Entre 1 y 3 horas","Más de 30 horas","No","050559","376001013157","ASPAEN COLEGIO JUANAMBÚ","MASCULINO","NO OFICIAL","B","N","ACADÉMICO","376,001,013,157","ASPAEN COLEGIO JUANAMBÚ - SEDE PRINCIPAL","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","61","52","3","64","63","3","65","74","3","67","78","3","77","70","B1","326","69","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2002","20,201","SB11202010002177","ESTUDIANTE","COLOMBIA","No","NARIÑO","52","PASTO","52,001","Estrato 4","1 a 2","Dos","Postgrado","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Si","No","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Nunca o rara vez comemos eso","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Más de 3 horas","0","No","011288","352001000903","COL SAN FRANCISCO JAVIER","MIXTO","NO OFICIAL","B","N","ACADÉMICO","352,001,000,903","COL SAN FRANCISCO JAVIER","S","URBANO","COMPLETA","52001","PASTO","52","NARIÑO","N","52001","PASTO","NARIÑO","52","72","88","4","76","93","4","69","85","3","68","80","3","76","67","B1","358","88","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2002","20,201","SB11202010018423","ESTUDIANTE","COLOMBIA","No","CALDAS","17","MANIZALES","17,001","Estrato 6","3 a 4","Tres","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","No leo por entretenimiento","Más de 3 horas","0","No","047357","417873000587","ASPAEN GIMNASIO HORIZONTES","MASCULINO","NO OFICIAL","B","N","ACADÉMICO","417,873,000,587","COLEGIO ASPAEN GIMNASIO HORIZONTES","S","RURAL","COMPLETA","17873","VILLAMARÍA","17","CALDAS","N","17001","MANIZALES","CALDAS","17","68","77","4","78","96","4","69","84","3","63","67","3","78","73","B1","351","84","VALIDEZ OFICINA JURÍDICA","NO"
"TI","COLOMBIA","M","11/08/2002","20,201","SB11202010020968","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Cuatro","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Si","Si","Si","Si","Si","Si",,"Si","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Más de 3 horas","0","No","135921","425175032328","COLEGIO LOS TREBOLES","MIXTO","NO OFICIAL","B","S","ACADÉMICO","425,175,032,328","COLEGIO LOS TREBOLES","S","RURAL","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","55","34","3","63","58","3","60","60","3","64","69","3","72","59","B1","307","57","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2002","20,201","SB11202010024123","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Cuatro","Postgrado","Educación profesional completa","No aplica","No aplica","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","No leo por entretenimiento","Entre 1 y 3 horas","Más de 30 horas","No","135921","425175032328","COLEGIO LOS TREBOLES","MIXTO","NO OFICIAL","B","S","ACADÉMICO","425,175,032,328","COLEGIO LOS TREBOLES","S","RURAL","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","57","38","3","58","46","3","61","62","3","50","35","2","79","77","B+","291","48","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2002","20,201","SB11202010027784","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 5","3 a 4","Tres","Secundaria (Bachillerato) completa","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","Si","Si","No","No","26 A 100 LIBROS","Todos o casi todos los días","1 o 2 veces por semana","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","Menos de 10 horas","No","036756","376001008498","COLEGIO REYES CATOLICOS","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,008,498","COLEGIO REYES CATOLICOS","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","53","28","3","53","32","3","49","28","2","42","20","2","59","38","A2","250","27","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2002","20,201","SB11202010034208","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 4","3 a 4","Tres","Primaria incompleta","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","No aplica","Si","Si","Si","Si","No","Si","Si","Si","11 A 25 LIBROS","1 o 2 veces por semana","3 a 5 veces por semana","1 o 2 veces por semana","Peor","30 minutos o menos","Más de 3 horas","0","No","143396","376001043617","COLEGIO PHILADELPHIA INTERNACIONAL","MIXTO","NO OFICIAL","B","S","ACADÉMICO","376,001,043,617","COLEGIO PHILADELPHIA INTERNACIONAL - SEDE PRINCIPAL","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","70","82","4","75","92","4","72","91","4","64","71","3","75","64","B1","353","85","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2002","20,201","SB11202010046083","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Es vendedor o trabaja en atención al público","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Más de 3 horas","Menos de 10 horas","No","108381","311001107599","COLEGIO RETOS","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,107,599","COLEGIO RETOS - SEDE PRINCIPAL","S","URBANO","MAÑANA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","56","37","3","71","83","4","75","96","4","31","5","1","73","61","B1","297","51","PUBLICAR","NO"
"TI","COLOMBIA","M","11/08/2002","20,201","SB11202010068536","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","MEDELLÍN","5,001","Estrato 3","1 a 2","Tres","Técnica o tecnológica completa","No sabe","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Si","Si","Si","Si","Si","Si","No","Si","11 A 25 LIBROS","1 o 2 veces por semana","3 a 5 veces por semana","3 a 5 veces por semana","Igual","No leo por entretenimiento","Entre 1 y 3 horas","0","No","096040","305001022470","COL LUJAN","MIXTO","NO OFICIAL","A","N","ACADÉMICO","305,001,022,470","COL LUJAN","S","URBANO","COMPLETA","05001","MEDELLÍN","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","61","53","3","49","23","2","46","22","2","51","38","2","71","58","B1","266","35","PUBLICAR","NO"
